2026-07-16 23:49:25,503 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x0', 'i_rst_n': '0x1', 'i_x': '0x0'}, 'response': {'o_y': '0x0', 'o_state': '0x0'}}
2026-07-16 23:56:00,950 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x0', 'i_rst_n': '0x0', 'i_x': '0x0'}, 'response': {'o_y': '0x0', 'o_state': '0x2'}}
2026-07-16 23:56:00,950 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x0', 'i_rst_n': '0x1', 'i_x': '0x0'}, 'response': {'o_y': '0x0', 'o_state': '0x0'}}
2026-07-16 23:56:00,950 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x0', 'i_x': '0x0'}, 'response': {'o_y': '0x0', 'o_state': '0x0'}}
2026-07-16 23:56:00,951 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x0', 'i_rst_n': '0x0', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x0'}}
2026-07-16 23:56:00,951 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x1', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x1'}}
2026-07-16 23:56:00,951 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x0', 'i_rst_n': '0x1', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x2'}}
2026-07-16 23:56:00,951 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x1', 'i_x': '0x0'}, 'response': {'o_y': '0x0', 'o_state': '0x3'}}
2026-07-16 23:56:00,952 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x0', 'i_rst_n': '0x0', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x0'}}
2026-07-16 23:56:00,952 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x0', 'i_rst_n': '0x1', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x1'}}
2026-07-16 23:56:00,952 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x0', 'i_x': '0x0'}, 'response': {'o_y': '0x0', 'o_state': '0x2'}}
2026-07-16 23:56:00,952 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x0', 'i_rst_n': '0x1', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x0'}}
2026-07-16 23:56:00,953 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x0', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x1'}}
2026-07-16 23:56:00,953 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x1', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x2'}}
2026-07-16 23:56:00,953 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x1', 'i_x': '0x1'}, 'response': {'o_y': '0x0', 'o_state': '0x3'}}
2026-07-16 23:56:00,953 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x1', 'i_x': '0x1'}, 'response': {'o_y': '0x1', 'o_state': '0x0'}}
2026-07-16 23:56:00,954 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x1', 'i_x': '0x0'}, 'response': {'o_y': '0x0', 'o_state': '0x1'}}
2026-07-16 23:56:00,954 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'i_clk': '0x1', 'i_rst_n': '0x1', 'i_x': '0x0'}, 'response': {'o_y': '0x0', 'o_state': '0x0'}}
2026-07-16 23:56:00,959 - INFO [uvm_test_top.env.AgentDefault.coverage]: Processed 65 transactions
